time,x,y,z,qw,qx,qy,qz
40979,0.234733,0.459643,-0.0732236,-0.0445734,-0.0146268,0.0218029,0.998651
40979,0.23499,0.459895,-0.0739639,-0.0392389,-0.00385072,0.00686738,0.999189
40979,0.235,0.458844,-0.0747922,-0.0373496,0.00941685,-0.00807583,0.999216
40979,0.23489,0.458672,-0.07475,-0.0325938,0.0125148,-0.0104429,0.999326
40979,0.236545,0.45657,-0.0732805,-0.055457,0.0129858,-0.0309539,0.997887
40979,0.236739,0.457239,-0.0718957,0.0527096,0.00535006,0.0214756,-0.998355
40979,0.235911,0.458084,-0.0709521,0.0459756,0.0201465,0.0188003,-0.998553
40979,0.235012,0.460114,-0.0755432,-0.0407521,0.0137222,-0.0206567,0.998852
40979,0.234681,0.459164,-0.0760852,-0.0328816,0.0142861,-0.0231807,0.999079
40979,0.235392,0.455961,-0.0727351,0.0629664,0.0117206,0.044367,-0.99695
40979,0.235113,0.45421,-0.0702349,0.0759782,0.0353534,0.0377709,-0.995757
40979,0.234703,0.459603,-0.075856,-0.0229967,0.00642131,-0.00990534,0.999656
40980,0.234492,0.460221,-0.0750984,-0.0379341,0.0044904,-0.0043838,0.999251
40996,0.234572,0.46033,-0.0745583,-0.0429641,-0.00754524,0.00427872,0.999029
41032,0.235436,0.459902,-0.0748057,-0.0365329,0.00902476,-0.0133581,0.999193
41648,0.2393,0.454946,-0.0690115,-0.0183423,-0.0218015,0.0434857,0.998638
41649,0.235007,0.457699,-0.0755022,-0.0319057,-0.0109543,0.0028671,0.999417
41649,0.236066,0.456653,-0.0761204,-0.0197229,-0.00111434,-0.00409502,0.999787
41649,0.235152,0.458159,-0.0756279,-0.0303074,-0.00747183,-0.00235063,0.9995
41649,0.234949,0.45874,-0.0752666,-0.0298881,-0.00119053,-0.00510317,0.99953
41735,0.235364,0.457865,-0.0763521,-0.0170406,-0.00164368,-0.0098798,0.999795
41737,0.235468,0.458761,-0.0731592,-0.0199464,-0.00880923,0.0126779,0.999672
41737,0.235807,0.459372,-0.0695247,-0.0153744,-0.015385,0.0470642,0.998645
41737,0.234483,0.459947,-0.0728809,-0.0259509,-0.00366247,-0.00162497,0.999646
41737,0.233587,0.461039,-0.0726172,-0.0277377,-0.00295946,-0.000959426,0.999601
41737,0.23609,0.460562,-0.0737441,-0.0212519,-0.00417924,-0.00240499,0.999753
41737,0.233734,0.463547,-0.0717402,-0.0290122,0.0126465,-0.00715151,0.999464
41737,0.234077,0.461745,-0.074667,-0.0214977,0.0143996,0.000685692,0.999655
41737,0.234125,0.461138,-0.0745156,-0.0256235,0.0132418,0.00169387,0.999573
41737,0.234416,0.462048,-0.0723713,-0.0257293,0.000467625,-0.00360611,0.999653
41737,0.234797,0.462176,-0.0751704,-0.0192542,0.0145564,0.000439823,0.999699
41737,0.236684,0.462223,-0.0746294,0.00786632,0.0107781,0.025561,-0.999575
41737,0.234411,0.459724,-0.0745303,0.0227951,0.0111271,0.00861675,-0.999632
41737,0.234977,0.459482,-0.0778938,-0.00665518,0.00596983,-0.0152357,0.999834
41737,0.231816,0.464318,-0.0711692,0.00109642,0.0304306,0.0165043,-0.99939
41737,0.233348,0.465185,-0.0663926,0.00734705,0.0614644,0.018123,-0.997908
41796,0.233924,0.464112,-0.0676799,0.0172541,0.0481127,0.0202429,-0.998478
42012,0.23438,0.458264,-0.0759194,-0.0207076,0.00564551,-0.00312436,0.999755
42015,0.229218,0.456825,-0.0775972,-0.033118,0.0089615,-0.00956529,0.999356
42019,0.229278,0.456811,-0.0762754,-0.0353057,-0.00502324,-0.0197404,0.999159
42020,0.233684,0.460722,-0.0817954,-0.0426006,0.0571856,-0.057131,0.995807
42021,0.137029,0.461799,-0.113198,0.31101,0.82323,0.0426875,0.472994
42021,0.169946,0.463849,-0.109618,0.0749607,0.656022,0.0686054,0.747857
42021,0.23865,0.466412,-0.0932664,0.0459921,0.103565,-0.00800225,0.993517
42159,0.242249,0.457809,-0.0469705,0.0444909,0.207342,0.0493617,-0.975999
42161,0.228213,0.44666,-0.0305525,0.100167,0.342802,0.0476183,-0.932827
42161,0.237642,0.459095,-0.0671648,0.0387082,0.0461034,-0.0011501,-0.998176
42190,0.129403,0.476864,-0.0935703,-0.613103,0.753073,-0.224111,-0.0821098
42195,0.11472,0.469996,-0.0954194,-0.604787,0.776013,-0.155959,0.0877191
42198,0.233598,0.4844,-0.0521189,-0.129053,0.021484,-0.00354558,0.991389
42569,0.241077,0.463062,-0.06848,0.0261907,0.0375864,-0.000375658,-0.99894
42570,0.24457,0.463564,-0.0679004,0.0247045,0.0221494,0.0112837,-0.999376
42570,0.202385,0.507478,-0.0473562,-0.110008,-0.0197965,0.190635,-0.975267
42570,0.241163,0.461264,-0.0706489,-0.0519314,0.0292888,-0.0472527,0.997092
42570,0.196478,0.490521,-0.0783933,-0.122218,0.180866,-0.19004,0.957191
42570,0.163074,0.500598,-0.119565,0.2385,0.672271,-0.151277,0.6843
42570,0.222362,0.467161,-0.097594,0.00793874,0.316019,-0.0648717,0.946489
42570,0.238717,0.46111,-0.0725415,-0.0336642,0.0381629,-0.0586326,0.996972
42570,0.241873,0.456854,-0.0685894,0.0573433,0.00501673,0.0303988,-0.997869
42570,0.237643,0.454797,-0.0750754,-0.0859511,0.0440795,-0.0410267,0.994468
42595,0.232944,0.458416,-0.0749282,-0.0282725,-0.00384404,0.0142452,0.999482
44208,0.235778,0.45862,-0.0720566,-0.0308592,-0.0101329,0.0170896,0.999317
44210,0.236555,0.45781,-0.072335,-0.0436672,-0.00452087,0.00482535,0.999015
44210,0.236295,0.45848,-0.0745605,-0.0401421,-0.00822793,-0.0023821,0.999148
44210,0.236094,0.458556,-0.0750671,-0.033084,-0.00262496,-0.00390437,0.999432
44210,0.236247,0.456819,-0.0742168,-0.0422256,-0.00881096,-0.0010367,0.999059
44210,0.236776,0.45847,-0.0758594,-0.05134,0.0149729,-0.0165533,0.998422
44210,0.235841,0.459071,-0.0765288,-0.0391042,0.017265,-0.015105,0.998962
44210,0.236387,0.457998,-0.0762791,-0.0468287,0.0163756,-0.0148151,0.998649
44210,0.235546,0.457268,-0.0723303,0.0402203,0.0226352,-4.96507e-05,-0.998925
44210,0.237337,0.457643,-0.0696108,0.0503219,0.0348068,0.0101795,-0.998065
44210,0.236416,0.459828,-0.0756624,-0.0293133,0.00658334,-0.00905097,0.999498
44210,0.235769,0.457529,-0.0760425,-0.050315,0.0196482,-0.0153297,0.998413
44210,0.121436,0.471511,-0.114187,0.272854,0.845613,-0.0171739,0.458448
44210,0.23641,0.459134,-0.0736995,-0.0484486,0.00290456,0.00375974,0.998805
44210,0.236092,0.457127,-0.0755615,-0.0478775,0.00335584,9.20594e-05,0.998838
44210,0.236428,0.458056,-0.0757959,-0.0500669,0.015663,-0.0146588,0.998506
44210,0.235244,0.457757,-0.0758877,-0.040916,0.00184695,0.00430018,0.999142
44210,0.235852,0.457353,-0.0753643,-0.04097,0.00222405,0.0025906,0.999145
44210,0.236326,0.456981,-0.0745703,-0.0380631,0.000367001,0.010179,0.999214
44210,0.235162,0.459359,-0.0748831,-0.0362024,-0.00283175,-0.00499794,0.999318
44210,0.236067,0.459391,-0.072968,0.0237978,0.0193392,0.00796148,-0.999488
44210,0.236095,0.459203,-0.073002,0.0281254,0.0188455,0.00497898,-0.999405
44210,0.235936,0.460182,-0.0732456,-0.0243058,-0.00285533,0.00962132,0.999645
44210,0.235591,0.460028,-0.0749902,-0.029608,-0.00513215,-0.00367332,0.999532
44211,0.235781,0.459639,-0.0732266,0.0296169,0.016098,0.00906646,-0.999381
44211,0.235466,0.45892,-0.0728997,0.0331794,0.0161962,0.00317565,-0.999304
44211,0.236833,0.461497,-0.0728364,0.0348701,0.00885178,0.00870094,-0.999305
44211,0.235471,0.459911,-0.0746777,-0.0301289,0.00703003,-0.00314781,0.999507
44211,0.236251,0.46247,-0.07525,-0.037821,0.00607377,-0.000154555,0.999257
44211,0.236457,0.462439,-0.0730933,-0.0331284,-0.00287659,-0.00249061,0.999434
44211,0.235928,0.46054,-0.0758272,-0.0401572,0.0106442,-0.0220222,0.998884
44211,0.19604,0.501925,-0.0990249,0.0217534,0.319964,-0.495162,0.807431
44516,0.236539,0.459476,-0.0738188,-0.0508717,-0.0013434,-0.0028519,0.998691
44517,0.0929777,0.458035,-0.0800149,-0.727993,0.580391,-0.360443,0.0568698
44517,0.112633,0.472585,-0.0911397,-0.0836862,0.658225,-0.0651556,0.7453
44517,0.147537,0.491776,-0.126057,0.322153,0.684068,-0.0231839,0.653997
44517,0.235065,0.461012,-0.0743203,-0.0272839,0.00855899,-0.0386587,0.998834
44517,0.236526,0.459505,-0.0761997,-0.0268436,0.00274571,-0.0131166,0.99954
44517,0.234072,0.464681,-0.0731255,-0.011243,0.00704343,-0.0486229,0.99872
44517,0.234311,0.460727,-0.0752327,-0.0292739,0.0117519,-0.0173079,0.999343
44517,0.235145,0.459686,-0.0768857,-0.0182119,0.0189701,-0.0342704,0.999057
44517,0.23568,0.460774,-0.0769138,-0.0236831,0.0154449,-0.0310254,0.999109
44517,0.234293,0.460432,-0.0752249,-0.0331183,0.00468622,-0.0147141,0.999322
44517,0.23595,0.459181,-0.0704531,0.047402,0.0364039,-0.0472558,-0.997084
44517,0.23693,0.458282,-0.0725288,0.0416006,0.0318477,-0.0273506,-0.998242
44517,0.236454,0.459173,-0.0729883,-0.0366176,-0.00710594,0.00213933,0.999292
44517,0.203355,0.486114,-0.0623037,-0.0210248,0.0132876,-0.0385619,0.998937
44517,0.235238,0.46145,-0.0765544,-0.0193691,0.0261775,-0.0382333,0.998728
45438,0.235617,0.462018,-0.071843,-0.0275371,-0.00213778,0.0114371,0.999543
45439,0.228602,0.46523,-0.0682026,-0.0613247,0.00207492,0.0364168,0.997442
45439,0.229932,0.46406,-0.0748096,-0.0399226,0.0338338,-0.0276647,0.998237
45439,0.23002,0.464417,-0.0769624,-0.0337231,0.0435382,-0.0449501,0.99746
45439,0.227487,0.467264,-0.0748894,-0.0345138,0.0727597,-0.0621609,0.994802
45439,0.227899,0.465054,-0.0733645,-0.0432578,0.059302,-0.0465434,0.996206
45439,0.232817,0.468288,-0.0758743,-0.0160694,0.134753,-0.111538,0.984441
45439,0.227303,0.466332,-0.0789126,-0.0337809,0.0733425,-0.0418474,0.995846
45440,0.236432,0.454683,-0.0597925,0.0753446,0.109686,-0.10139,-0.985897
45440,0.227015,0.465471,-0.0716907,-0.0525382,0.0271675,-0.0054158,0.998225
45440,0.227027,0.47217,-0.0800293,0.00556014,0.102528,-0.0914123,0.990496
45440,0.229084,0.469128,-0.0822429,-0.0192942,0.102212,-0.120842,0.987197
45440,0.226644,0.462092,-0.0337642,0.156847,0.317939,-0.448466,-0.820471
45440,0.232402,0.459021,-0.0639114,0.10113,0.147175,-0.321968,-0.929747
45440,0.236466,0.461387,-0.0782754,-0.0254593,0.0166813,0.128203,0.991271
45440,0.234214,0.463518,-0.0805432,-0.0108249,0.0625563,-0.0860754,0.994254
45440,0.237035,0.459605,-0.078502,-0.031935,0.0490064,-0.0482301,0.997113
45440,0.233831,0.458842,-0.0817573,-0.0389126,0.0593391,-0.0635538,0.995443
45440,0.234685,0.461029,-0.0798389,-0.0308122,0.043588,-0.0312171,0.998077
45440,0.235563,0.458842,-0.0754138,-0.0127825,-0.00580365,-0.00964415,0.999845
45440,0.235376,0.464043,-0.0759956,-0.0214347,0.0220276,-0.0115896,0.999451
45440,0.23703,0.464434,-0.0768709,-0.00786183,0.0238918,-0.0226498,0.999417
45847,0.234738,0.463003,-0.0758848,-0.0180563,-0.00846253,0.0122723,0.999716
45847,0.234257,0.461281,-0.0757852,0.0183961,0.0160531,-0.00961965,-0.999646
45847,0.234584,0.46213,-0.0773628,-0.0189351,-0.00467661,0.00697884,0.999776
45847,0.232177,0.45691,-0.0816799,0.00143165,0.0194526,-0.0232809,0.999529
45847,0.237179,0.464758,-0.064635,-0.0359122,0.0527801,0.0225022,-0.997697
45847,0.239281,0.478913,-0.0741697,0.12931,0.00820227,-0.00891611,0.991521
45847,0.234057,0.458395,-0.0787236,-0.0104744,0.0148635,-0.0226104,0.999569
45847,0.230696,0.47393,-0.076438,0.0727287,0.0205243,-0.0348584,0.996521
45847,0.233581,0.464421,-0.0723081,-0.0209338,0.027527,0.0418619,-0.998515
45847,0.20351,0.497885,-0.0604365,-0.142499,0.023664,0.0277002,-0.989115
45847,0.234959,0.457638,-0.0774097,-0.0167832,4.68288e-05,-0.00957602,0.999804
45847,0.157015,0.541451,-0.03175,-0.0793006,0.0359739,0.0319749,-0.995679
45847,0.206031,0.497308,-0.0563184,-0.118603,0.049088,0.0427896,-0.990794
46153,0.235139,0.458169,-0.0741856,0.0250884,0.015295,-0.00423041,-0.99955
46154,0.234213,0.457657,-0.0756763,-0.0348625,-0.00841015,0.00278565,0.999343
46154,0.236198,0.460296,-0.073354,-0.0462608,-0.00832901,0.00212932,0.998883
46154,0.238196,0.458067,-0.0714085,-8.01403e-05,0.0455519,0.00861347,-0.998915
46154,0.235269,0.456943,-0.0738472,0.0169042,0.0326625,0.00930613,-0.99927
46155,0.234077,0.457708,-0.0766445,-0.0123274,-0.0031668,-0.00671959,0.999887
46155,0.232895,0.457897,-0.0789282,-0.0219488,0.0133251,-0.00672555,0.999638
46155,0.233825,0.45771,-0.0790342,-0.00663533,0.013362,-0.0202084,0.999675
46155,0.235243,0.458906,-0.0781807,-0.00417843,0.0116386,-0.0212437,0.999688
46155,0.233397,0.461119,-0.077072,-0.00531416,0.0118881,0.0038878,0.999898
46155,0.234968,0.456773,-0.0788416,-0.00798555,0.0146687,-0.0143928,0.999747
46155,0.234107,0.45658,-0.0775317,-0.0116424,0.00336526,-0.0160101,0.999789
46155,0.234398,0.457316,-0.0774131,-0.0145747,0.00451734,-0.0276415,0.999492
46155,0.234181,0.458987,-0.0779263,-0.0194913,0.00946289,-0.0223603,0.999505
46155,0.234771,0.457408,-0.0783391,-0.012993,0.0132214,-0.0137007,0.999725
46155,0.233616,0.456437,-0.0783853,-0.019906,0.012033,-0.0133784,0.99963
46155,0.234493,0.45753,-0.0786113,-0.0330835,0.0243013,-0.0248366,0.998839
46155,0.235414,0.459796,-0.0780042,-0.0465282,0.0383716,-0.0422327,0.997276
46155,0.233755,0.456271,-0.079083,-0.03178,0.0253106,-0.025408,0.998842
46358,0.234023,0.459762,-0.0758542,-0.0542831,0.0125093,-0.0252809,0.998117
46359,0.23527,0.456997,-0.0786016,-0.0591868,0.0317807,-0.0598313,0.995936
46359,0.234937,0.458304,-0.0793237,-0.0555541,0.0389164,-0.0577769,0.996013
46360,0.234486,0.459605,-0.0770928,-0.0515481,0.0321553,-0.0256076,0.997815
46360,0.233914,0.461399,-0.0757344,-0.0553954,-0.00613577,-0.00720331,0.99841
46360,0.173632,0.496183,0.00938818,-0.0930265,0.507284,-0.0594234,-0.854669
46360,0.23653,0.457595,-0.072314,0.0669295,0.046377,-0.0359585,-0.996021
46360,0.234635,0.461148,-0.0754602,-0.0493671,-0.00208609,-0.00730312,0.998742
47025,0.243028,0.444147,-0.0491387,0.0602606,0.400631,-0.378725,-0.832113
47035,0.231965,0.457974,-0.0659629,0.0917044,0.101866,-0.116146,-0.98372
47039,0.234036,0.458867,-0.0700996,0.078393,0.0599447,-0.06031,-0.99328
47040,0.236086,0.462495,-0.0795212,-0.0151728,0.0456028,-0.0602134,0.997018
47042,0.235276,0.464765,-0.0812573,-0.0163934,0.064728,-0.0871722,0.993943
47042,0.2091,0.47379,-0.0163604,0.0635537,0.451784,-0.329213,-0.826711
47042,0.217469,0.472242,-0.0296321,-0.0689811,0.335837,0.0680365,-0.936914
47042,0.235619,0.457612,-0.0415066,0.0659007,0.283749,-0.0884807,-0.952521
47042,0.238318,0.45563,-0.0621355,0.077314,0.134563,-0.0910246,-0.983672
47042,0.149874,0.497334,-0.0184661,-0.289036,0.72154,0.0662907,-0.625639
47042,0.236196,0.457157,-0.0703428,0.0372419,0.0549939,-0.00363803,-0.997776
47042,0.135619,0.536134,-0.0266511,-0.0282705,0.00517933,-0.0266798,0.999221
47042,0.163938,0.465445,0.00693433,-0.22964,0.46209,0.290948,-0.805648
47485,0.228561,0.469125,-0.068354,-0.0584863,0.119962,-0.0379604,-0.990317
47486,0.163246,0.487722,-0.124585,0.159545,0.624693,-0.0819802,0.759977
47486,0.129802,0.454174,-0.0980781,0.0861512,0.692773,0.0845368,0.71097
47487,0.240983,0.460327,-0.0697786,0.0456354,0.0088256,0.0245708,-0.998607
47487,0.182571,0.477249,-0.137495,0.126174,0.558373,-0.05993,0.817734
47487,0.237285,0.462321,-0.0798997,-0.0284484,0.0676489,-0.0842445,0.993729
47487,0.22746,0.473238,-0.0286809,0.151948,0.129164,-0.294888,-0.934479
47487,0.109502,0.52936,-0.119834,0.17815,0.692866,-0.311782,0.625277
47487,0.0898975,0.546737,-0.0515347,0.404434,0.752574,-0.479733,0.199755
47487,0.161733,0.499013,-0.118346,0.24892,0.677465,-0.144398,0.676912
47487,0.107838,0.500426,-0.093939,0.344619,0.859128,-0.158575,0.34347
47487,0.235155,0.458532,-0.0756702,-0.0434748,0.0106912,-0.0199006,0.998789
47487,0.238783,0.456737,-0.0708706,-0.065631,0.00306537,-0.0321656,0.997311
48406,0.239625,0.456235,-0.069498,0.0725766,0.00524351,0.0393794,-0.996562
48407,0.239122,0.45654,-0.0700444,0.0642413,0.011201,0.0351218,-0.997244
48407,0.235591,0.460332,-0.0741743,-0.038297,0.00273142,-0.0104353,0.999199
48407,0.237173,0.456908,-0.0718933,0.0558351,0.0124476,0.0228583,-0.998091
48407,0.236493,0.454811,-0.0730784,-0.0799218,0.0137289,-0.0592858,0.994932
48407,0.240811,0.461157,-0.0720291,-0.100304,0.0921192,-0.0809644,0.98736
48407,0.236315,0.459732,-0.0750938,-0.0370494,0.0293973,-0.0464206,0.997792
48407,0.237575,0.457973,-0.0717444,0.0416675,0.0276461,0.00615489,-0.99872
48407,0.235222,0.458602,-0.0739463,-0.0402463,-0.00336058,-0.00528616,0.999161
48407,0.236128,0.45773,-0.0746001,-0.0455095,0.0158906,-0.020759,0.998612
48407,0.235336,0.458278,-0.0760527,-0.0350302,0.0179306,-0.0344866,0.998621
48407,0.235798,0.458133,-0.0754377,-0.0423597,0.00722577,-0.011552,0.999
48407,0.236053,0.457664,-0.0746614,-0.0459118,0.00315006,-0.0121568,0.998857
48407,0.236364,0.457952,-0.0745669,-0.0495748,0.00495089,-0.0114179,0.998683
48407,0.236306,0.456656,-0.0743645,-0.0545831,0.0079605,-0.0388324,0.997712
48407,0.235032,0.459079,-0.0752612,-0.0383331,0.00906368,-0.016689,0.999075
48407,0.235978,0.45645,-0.0737847,-0.0593698,0.00202443,-0.0409042,0.997386
48407,0.236885,0.458538,-0.0748081,-0.0479488,0.0124584,-0.0295007,0.998327
48407,0.236461,0.456457,-0.0732905,-0.0587005,0.00724348,-0.0303837,0.997777
49328,0.23551,0.459248,-0.076675,-0.0238305,0.017721,-0.015666,0.999426
49329,0.237416,0.46161,-0.0678262,0.0279708,0.0561131,0.0172484,-0.997874
49330,0.235914,0.460931,-0.0767786,-0.0451864,0.00749958,0.00194421,0.998939
49330,0.236947,0.458542,-0.0745874,-0.0513372,0.00556004,-0.0130458,0.998571
49330,0.23743,0.458982,-0.0714863,0.0358389,0.0343637,0.00992844,-0.998708
49330,0.145716,0.448893,-0.131281,-0.195537,0.764357,0.100701,0.606105
49330,0.237144,0.459816,-0.0745857,-0.0425306,-0.00322503,-0.00855681,0.999044
49330,0.239028,0.460816,-0.0765566,-0.0427839,0.0174352,-0.0262884,0.998577
49330,0.23876,0.458686,-0.0751916,-0.0513088,0.0165117,-0.0260995,0.998195
49975,0.236943,0.460149,-0.0751716,-0.0400705,0.00741408,-0.0185162,0.998988
49976,0.237154,0.461384,-0.075967,-0.0338309,0.0207766,-0.0352928,0.998578
49976,0.239752,0.457403,-0.0779509,-0.0572516,0.0288263,-0.0240241,0.997645
49976,0.240519,0.457354,-0.0750396,-0.0623906,0.0240826,-0.0355122,0.997119
49976,0.172374,0.472372,-0.118496,0.126585,0.645389,-0.0529734,0.751415
49976,0.214364,0.463638,-0.101552,-0.0473731,0.339666,-0.0591248,0.93748
49976,0.241607,0.4591,-0.0735671,0.0587085,-0.00327313,0.0518426,-0.996913
49976,0.242186,0.459323,-0.0630706,0.0290696,0.119824,0.0128157,-0.992277
49976,0.24539,0.457285,-0.0679209,0.0839309,0.00335791,0.0721284,-0.993842
49976,0.237418,0.460489,-0.0810537,-0.0619861,0.0977594,-0.0729161,0.990588
49976,0.237954,0.459453,-0.0802871,-0.0671274,0.0975594,-0.0680221,0.990621
49976,0.23644,0.458778,-0.0814731,-0.069476,0.0943604,-0.0633366,0.991079
49976,0.24083,0.459471,-0.076866,-0.062672,0.0615721,-0.0734457,0.993412
49976,0.240639,0.462985,-0.0765718,-0.0387089,0.054006,-0.0791598,0.994635
49976,0.238946,0.458922,-0.079252,-0.0700846,0.0846312,-0.0695907,0.991496
49976,0.236163,0.457734,-0.0810881,-0.0720756,0.0945725,-0.0658157,0.990712
49976,0.238187,0.456829,-0.075812,-0.0884009,0.0575787,-0.0611633,0.992527
49976,0.236187,0.462795,-0.0789253,-0.0301621,0.0663113,-0.0801393,0.994108
49976,0.234535,0.456606,-0.0829954,-0.0861427,0.0988817,-0.080974,0.988041
49976,0.233627,0.455985,-0.0830591,-0.0922954,0.0932079,-0.0876498,0.987468
49977,0.234216,0.456444,-0.0823086,-0.0899047,0.0794168,-0.0893419,0.988741
49990,0.237,0.461636,-0.0777971,-0.0394786,0.0654968,-0.0770883,0.994077
49991,0.233239,0.458664,-0.0783933,-0.0314421,0.0132224,-0.0121573,0.999335
49998,0.23488,0.458553,-0.0783574,-0.0391708,0.0214262,-0.0258611,0.998658
49998,0.234867,0.45821,-0.0762195,-0.0423933,0.00634543,-0.00317276,0.999066
49998,0.235398,0.458753,-0.076147,-0.0440035,0.00560261,0.00107405,0.999005
49998,0.234145,0.457187,-0.0806445,-0.0549751,0.0534523,-0.00901178,0.997006
49998,0.234065,0.458211,-0.0801582,-0.0573165,0.0555634,-0.0743183,0.994025
49998,0.139778,0.481035,0.0489499,-0.18231,0.37482,0.450371,-0.78957
49998,0.209647,0.48347,-0.0294348,0.10216,0.571526,-0.545793,-0.604162
49998,0.234838,0.460035,-0.0780642,-0.0287591,0.0268967,-0.0350107,0.998601
51375,0.235651,0.459304,-0.075248,-0.0434559,-0.000208385,-0.00127983,0.999045
51377,0.236557,0.457802,-0.0731685,-0.0543399,0.00127873,-0.0008564,0.998512
51377,0.237493,0.461404,-0.0782344,-0.0412448,0.0461257,-0.060955,0.996211
51377,0.235732,0.459167,-0.0753076,-0.0408569,0.00788081,-0.0097259,0.999077
51377,0.237248,0.459425,-0.0776055,-0.0419929,0.031304,-0.0452561,0.997592
51377,0.238532,0.457584,-0.0656248,0.0593322,0.0713627,-0.0992644,-0.990714
51377,0.186034,0.480027,0.0072981,0.00921457,0.494058,0.189339,-0.848501
51377,0.242477,0.464572,-0.0772739,-0.0562402,0.0473348,-0.0760427,0.994382
51377,0.237194,0.457429,-0.0751311,-0.061365,0.0100193,-0.00998288,0.998006
51377,0.207125,0.500998,-0.0611416,0.170556,0.576655,-0.778209,0.180972
51377,0.147762,0.515019,-0.0489485,-0.140907,0.839892,-0.424685,-0.307165
51377,0.202385,0.496428,-0.0927324,-0.012085,0.306483,-0.354429,0.883336
51377,0.145528,0.500079,-0.0377988,-0.359572,0.693864,0.00870389,-0.623831
51377,0.14097,0.52075,-0.0378945,-0.155282,0.843425,-0.369722,-0.357504
51468,0.133051,0.503234,-0.0763381,-0.23721,0.898432,-0.348744,-0.122107
51469,0.235769,0.460759,-0.074209,-0.0471012,0.0149689,-0.0197885,0.998572
51469,0.236653,0.459731,-0.0762607,-0.0271977,0.0188748,-0.0277078,0.999058
51470,0.24856,0.459926,-0.081137,-0.0277495,0.0116873,-0.0725121,0.996903
51471,0.238125,0.45886,-0.0775913,-0.0428249,0.0127806,-0.0112901,0.998928
51471,0.237092,0.458729,-0.0802393,-0.0435003,0.0343241,-0.00461191,0.998443
51471,0.234939,0.457345,-0.0759194,0.0227561,0.0432426,-0.0420397,-0.997911
51471,0.237129,0.459319,-0.0754219,0.0379181,0.0220786,-0.0112511,-0.998964
51471,0.238096,0.45876,-0.0746719,0.047797,0.0130031,0.00193921,-0.998761
51471,0.23683,0.458448,-0.0780312,-0.0447898,0.00931854,0.00483075,0.998932
51471,0.104968,0.470711,-0.0956736,-0.536417,0.840761,-0.0655666,-0.0325534
51471,0.237833,0.4582,-0.0757949,0.0419819,0.0140592,-0.00579381,-0.998993
51471,0.238228,0.457496,-0.0755332,-0.0463644,-0.00849569,0.0011867,0.998878
51471,0.236312,0.458753,-0.077377,-0.040684,-0.00292951,0.0113138,0.999094
51471,0.166574,0.454033,-0.14712,0.027426,0.483117,0.171129,0.85822
51471,0.177057,0.465197,-0.118661,0.0192151,0.518803,0.0194363,0.854445
51471,0.217808,0.467466,-0.112598,0.0310352,0.318873,-0.0559159,0.945627
51471,0.240445,0.460299,-0.0708113,0.0399927,0.0206933,0.0417722,-0.998102
51471,0.241021,0.461439,-0.0710791,0.0138744,0.0680487,0.01772,-0.997418
51471,0.237978,0.459694,-0.0766753,-0.0289288,-0.00603006,-0.0165738,0.999416
51471,0.235107,0.460152,-0.0816467,-0.0258447,0.0359912,-0.0258125,0.998675
51471,0.228484,0.460065,-0.0916521,-0.018331,0.117942,-0.00752568,0.992813
51471,0.236206,0.459667,-0.079498,-0.029623,0.0228736,-0.0240037,0.999001
51471,0.231987,0.461557,-0.0838032,-0.014301,0.0434766,-0.0323901,0.998417
51471,0.228457,0.462067,-0.0930342,-0.00693075,0.123192,-0.0206899,0.992133
51471,0.227766,0.458726,-0.087979,-0.0426387,0.0654828,-0.0488758,0.995734
51471,0.231807,0.460368,-0.0832192,-0.0355169,0.0529176,-0.0366549,0.997284
51471,0.230378,0.458436,-0.0839854,-0.0344013,0.0481098,-0.0242317,0.997946
51471,0.230104,0.459704,-0.0859043,-0.0310082,0.0658,-0.0171172,0.997195
51471,0.230268,0.458281,-0.0849849,-0.0371426,0.0450828,-0.0446462,0.997284
51471,0.23201,0.45956,-0.083624,-0.0326343,0.0536904,-0.032809,0.997475
51471,0.22983,0.458242,-0.0831855,-0.0394392,0.0578854,-0.00501433,0.997522
51472,0.231835,0.458821,-0.0802573,-0.0373801,0.0275669,-0.0106672,0.998854
51472,0.231912,0.458797,-0.0833042,-0.0293138,0.0431928,-0.0269571,0.998263
51476,0.230857,0.458587,-0.0816721,-0.0392528,0.0553495,-0.0115909,0.997618
51481,0.23026,0.459231,-0.0814141,-0.0405178,0.0453896,-0.0128987,0.998054
51484,0.230892,0.459303,-0.0808218,-0.0356449,0.0260412,-0.0244952,0.998715
51487,0.230972,0.458061,-0.0842251,-0.0434855,0.0467307,-0.0437015,0.996993
51565,0.233937,0.460299,-0.0864053,-0.0296463,0.0892722,-0.037041,0.994867
51580,0.236459,0.460149,-0.0759561,-0.0307428,0.00820871,-0.0146496,0.999377
52401,0.2368,0.459843,-0.0752742,-0.0263865,-0.00570301,-0.0058541,0.999609
52401,0.237402,0.451026,-0.062752,0.0833079,0.0985966,0.0114372,-0.991559
52401,0.235544,0.476312,-0.0388049,-0.017636,0.158098,-0.29818,-0.94115
52401,0.237621,0.457218,-0.0718267,0.0483549,0.0306889,-0.0250096,-0.998036
52401,0.237198,0.458294,-0.0752246,-0.0495256,0.0095285,-0.0067471,0.998695
52401,0.23657,0.457905,-0.0792368,-0.0527797,0.0387347,-0.0566478,0.996236
